Country,Breed,Breed Type,Sex,Age Groups,Number of Cattle
 England , BELGIAN BLUE , Non Dairy , F , 102+months ,"2,259"
 England , BELGIAN BLUE , Non Dairy , F , -   ,1
 England , BELGIAN BLUE , Non Dairy , M , 48 to 54 months ,17
 England , BELGIAN BLUE , Non Dairy , M , 54 to 60 months ,107
 England , BELGIAN BLUE , Non Dairy , M , 60 to 66 months ,91
 England , BELGIAN BLUE , Non Dairy , M , 66 to 72 months ,158
 England , BELGIAN BLUE , Non Dairy , M , 72 to 78 months ,95
 England , BELGIAN BLUE , Non Dairy , M , 78 to 84 months ,138
 England , BELGIAN BLUE , Non Dairy , M , 84 to 90 months ,56
 England , BELGIAN BLUE , Non Dairy , M , 90 to 96 months ,93
 England , BELGIAN BLUE , Non Dairy , M , 96 to102 months ,45
 England , BELGIAN BLUE , Non Dairy , M , 102+months ,281
 England , BELGIAN BLUE X , Non Dairy , F , 42 to 48 Months ,2
 England , BELGIAN BLUE X , Non Dairy , F , 48 to 54 months ,"1,096"
 England , BELGIAN BLUE X , Non Dairy , F , 54 to 60 months ,"4,432"
 England , BELGIAN BLUE X , Non Dairy , F , 60 to 66 months ,"4,287"
 England , BELGIAN BLUE X , Non Dairy , F , 66 to 72 months ,"4,989"
 England , BELGIAN BLUE X , Non Dairy , F , 72 to 78 months ,"4,196"
 England , BELGIAN BLUE X , Non Dairy , F , 78 to 84 months ,"3,865"
 England , BELGIAN BLUE X , Non Dairy , F , 84 to 90 months ,"3,070"
 England , BELGIAN BLUE X , Non Dairy , F , 90 to 96 months ,"2,994"
 England , BELGIAN BLUE X , Non Dairy , F , 96 to102 months ,"2,653"
 England , BELGIAN BLUE X , Non Dairy , F , 102+months ,"15,690"
 England , BELGIAN BLUE X , Non Dairy , F , -   ,11
 England , BELGIAN BLUE X , Non Dairy , M , 48 to 54 months ,27
 England , BELGIAN BLUE X , Non Dairy , M , 54 to 60 months ,140
 England , BELGIAN BLUE X , Non Dairy , M , 60 to 66 months ,79
 England , BELGIAN BLUE X , Non Dairy , M , 66 to 72 months ,147
 England , BELGIAN BLUE X , Non Dairy , M , 72 to 78 months ,83
 England , BELGIAN BLUE X , Non Dairy , M , 78 to 84 months ,93
 England , BELGIAN BLUE X , Non Dairy , M , 84 to 90 months ,68
 England , BELGIAN BLUE X , Non Dairy , M , 90 to 96 months ,70
 England , BELGIAN BLUE X , Non Dairy , M , 96 to102 months ,54
 England , BELGIAN BLUE X , Non Dairy , M , 102+months ,395
 England , BELGIAN BLUE X , Non Dairy , M , -   ,3
 England , BELGIAN BLUE X , Non Dairy , -   , 72 to 78 months ,1
 England , BELGIAN BLUE X , Non Dairy , -   , 102+months ,3
 England , BELTED DUTCH , Dairy , M , 0 to 6 months ,1
 England , BELTED DUTCH , Dairy , M , 24 to 30 months ,1
 England , BELTED DUTCH CROSS , Dairy , F , 0 to 6 months ,1
 England , BELTED DUTCH CROSS , Dairy , F , 18 to 24 months ,1
 England , BELTED GALLOWAY , Non Dairy , F , 0 to 6 months ,424
 England , BELTED GALLOWAY , Non Dairy , F , 6 to 12 months ,827
 England , BELTED GALLOWAY , Non Dairy , F , 12 to 18 months ,382
 England , BELTED GALLOWAY , Non Dairy , F , 18 to 24 months ,786
 England , BELTED GALLOWAY , Non Dairy , F , 24 to 30 months ,393
 England , BELTED GALLOWAY , Non Dairy , F , 30 to 36 months ,596
 England , BELTED GALLOWAY , Non Dairy , F , 36 to 42 months ,327
 England , BELTED GALLOWAY , Non Dairy , F , 42 to 48 Months ,500
 England , BELTED GALLOWAY , Non Dairy , F , 48 to 54 months ,249
 England , BELTED GALLOWAY , Non Dairy , F , 54 to 60 months ,369
 England , BELTED GALLOWAY , Non Dairy , F , 60 to 66 months ,254
 England , BELTED GALLOWAY , Non Dairy , F , 66 to 72 months ,331
 England , BELTED GALLOWAY , Non Dairy , F , 72 to 78 months ,190
 England , BELTED GALLOWAY , Non Dairy , F , 78 to 84 months ,288
 England , BELTED GALLOWAY , Non Dairy , F , 84 to 90 months ,185
 England , BELTED GALLOWAY , Non Dairy , F , 90 to 96 months ,212
 England , BELTED GALLOWAY , Non Dairy , F , 96 to102 months ,159
 England , BELTED GALLOWAY , Non Dairy , F , 102+months ,"1,000"
 England , BELTED GALLOWAY , Non Dairy , F , -   ,1
 England , BELTED GALLOWAY , Non Dairy , M , 0 to 6 months ,478
 England , BELTED GALLOWAY , Non Dairy , M , 6 to 12 months ,768
 England , BELTED GALLOWAY , Non Dairy , M , 12 to 18 months ,443
 England , BELTED GALLOWAY , Non Dairy , M , 18 to 24 months ,728
 England , BELTED GALLOWAY , Non Dairy , M , 24 to 30 months ,302
 England , BELTED GALLOWAY , Non Dairy , M , 30 to 36 months ,249
 England , BELTED GALLOWAY , Non Dairy , M , 36 to 42 months ,72
 England , BELTED GALLOWAY , Non Dairy , M , 42 to 48 Months ,61
 England , BELTED GALLOWAY , Non Dairy , M , 48 to 54 months ,27
 England , BELTED GALLOWAY , Non Dairy , M , 54 to 60 months ,42
 England , BELTED GALLOWAY , Non Dairy , M , 60 to 66 months ,30
 England , BELTED GALLOWAY , Non Dairy , M , 66 to 72 months ,42
 England , BELTED GALLOWAY , Non Dairy , M , 72 to 78 months ,15
 England , BELTED GALLOWAY , Non Dairy , M , 78 to 84 months ,11
 England , BELTED GALLOWAY , Non Dairy , M , 84 to 90 months ,16
 England , BELTED GALLOWAY , Non Dairy , M , 90 to 96 months ,16
 England , BELTED GALLOWAY , Non Dairy , M , 96 to102 months ,15
 England , BELTED GALLOWAY , Non Dairy , M , 102+months ,64
 England , BELTED GALLOWAY , Non Dairy , M , -   ,3
 England , BELTED GALLOWAY , Non Dairy , -   , 0 to 6 months ,1
 England , BELTED GALLOWAY X , Non Dairy , F , 0 to 6 months ,169
 England , BELTED GALLOWAY X , Non Dairy , F , 6 to 12 months ,275
 England , BELTED GALLOWAY X , Non Dairy , F , 12 to 18 months ,128
 England , BELTED GALLOWAY X , Non Dairy , F , 18 to 24 months ,268
 England , BELTED GALLOWAY X , Non Dairy , F , 24 to 30 months ,94
 England , BELTED GALLOWAY X , Non Dairy , F , 30 to 36 months ,110
 England , BELTED GALLOWAY X , Non Dairy , F , 36 to 42 months ,62
 England , BELTED GALLOWAY X , Non Dairy , F , 42 to 48 Months ,102
 England , BELTED GALLOWAY X , Non Dairy , F , 48 to 54 months ,44
 England , BELTED GALLOWAY X , Non Dairy , F , 54 to 60 months ,78
 England , BELTED GALLOWAY X , Non Dairy , F , 60 to 66 months ,40
 England , BELTED GALLOWAY X , Non Dairy , F , 66 to 72 months ,81
 England , BELTED GALLOWAY X , Non Dairy , F , 72 to 78 months ,39
 England , BELTED GALLOWAY X , Non Dairy , F , 78 to 84 months ,65
 England , BELTED GALLOWAY X , Non Dairy , F , 84 to 90 months ,22
 England , BELTED GALLOWAY X , Non Dairy , F , 90 to 96 months ,48
 England , BELTED GALLOWAY X , Non Dairy , F , 96 to102 months ,23
 England , BELTED GALLOWAY X , Non Dairy , F , 102+months ,197
 England , BELTED GALLOWAY X , Non Dairy , F , -   ,2
 England , BELTED GALLOWAY X , Non Dairy , M , 0 to 6 months ,179
 England , BELTED GALLOWAY X , Non Dairy , M , 6 to 12 months ,281
 England , BELTED GALLOWAY X , Non Dairy , M , 12 to 18 months ,140
 England , BELTED GALLOWAY X , Non Dairy , M , 18 to 24 months ,242
 England , BELTED GALLOWAY X , Non Dairy , M , 24 to 30 months ,55
 England , BELTED GALLOWAY X , Non Dairy , M , 30 to 36 months ,41
 England , BELTED GALLOWAY X , Non Dairy , M , 36 to 42 months ,4
 England , BELTED GALLOWAY X , Non Dairy , M , 42 to 48 Months ,12
 England , BELTED GALLOWAY X , Non Dairy , M , 48 to 54 months ,6
 England , BELTED GALLOWAY X , Non Dairy , M , 54 to 60 months ,7
 England , BELTED GALLOWAY X , Non Dairy , M , 60 to 66 months ,2
 England , BELTED GALLOWAY X , Non Dairy , M , 66 to 72 months ,3
 England , BELTED GALLOWAY X , Non Dairy , M , 78 to 84 months ,2
 England , BELTED GALLOWAY X , Non Dairy , M , 90 to 96 months ,1
 England , BELTED GALLOWAY X , Non Dairy , M , 96 to102 months ,1
 England , BELTED GALLOWAY X , Non Dairy , M , 102+months ,3
 England , BELTED GALLOWAY X , Non Dairy , M , -   ,2
 England , BELTED WELSH BLACK , Non Dairy , F , 0 to 6 months ,5
 England , BELTED WELSH BLACK , Non Dairy , F , 6 to 12 months ,15
 England , BELTED WELSH BLACK , Non Dairy , F , 12 to 18 months ,1
 England , BELTED WELSH BLACK , Non Dairy , F , 18 to 24 months ,16
 England , BELTED WELSH BLACK , Non Dairy , F , 24 to 30 months ,3
 England , BELTED WELSH BLACK , Non Dairy , F , 30 to 36 months ,8
 England , BELTED WELSH BLACK , Non Dairy , F , 42 to 48 Months ,5
 England , BELTED WELSH BLACK , Non Dairy , F , 48 to 54 months ,3
 England , BELTED WELSH BLACK , Non Dairy , F , 54 to 60 months ,2
 England , BELTED WELSH BLACK , Non Dairy , F , 60 to 66 months ,4
 England , BELTED WELSH BLACK , Non Dairy , F , 66 to 72 months ,3
 England , BELTED WELSH BLACK , Non Dairy , F , 72 to 78 months ,3
 England , BELTED WELSH BLACK , Non Dairy , F , 78 to 84 months ,2
 England , BELTED WELSH BLACK , Non Dairy , F , 84 to 90 months ,2
 England , BELTED WELSH BLACK , Non Dairy , F , 90 to 96 months ,2
 England , BELTED WELSH BLACK , Non Dairy , F , 96 to102 months ,1
 England , BELTED WELSH BLACK , Non Dairy , F , 102+months ,10
 England , BELTED WELSH BLACK , Non Dairy , M , 0 to 6 months ,2
 England , BELTED WELSH BLACK , Non Dairy , M , 6 to 12 months ,10
 England , BELTED WELSH BLACK , Non Dairy , M , 12 to 18 months ,7
 England , BELTED WELSH BLACK , Non Dairy , M , 18 to 24 months ,8
 England , BELTED WELSH BLACK , Non Dairy , M , 24 to 30 months ,1
 England , BELTED WELSH BLACK , Non Dairy , M , 30 to 36 months ,1
 England , BELTED WELSH BLACK , Non Dairy , M , 42 to 48 Months ,1
 England , BELTED WELSH BLACK X , Non Dairy , F , 6 to 12 months ,2
 England , BELTED WELSH BLACK X , Non Dairy , F , 12 to 18 months ,1
 England , BELTED WELSH BLACK X , Non Dairy , F , 18 to 24 months ,3
 England , BELTED WELSH BLACK X , Non Dairy , F , 30 to 36 months ,1
 England , BELTED WELSH BLACK X , Non Dairy , F , 48 to 54 months ,1
 England , BELTED WELSH BLACK X , Non Dairy , F , 66 to 72 months ,2
 England , BELTED WELSH BLACK X , Non Dairy , F , 102+months ,1
 England , BELTED WELSH BLACK X , Non Dairy , M , 0 to 6 months ,1
 England , BELTED WELSH BLACK X , Non Dairy , M , 6 to 12 months ,1
 England , BELTED WELSH BLACK X , Non Dairy , M , 12 to 18 months ,1
 England , BELTED WELSH BLACK X , Non Dairy , M , 18 to 24 months ,1
 England , BISON , Non Dairy , F , 0 to 6 months ,28
 England , BISON , Non Dairy , F , 6 to 12 months ,9
 England , BISON , Non Dairy , F , 12 to 18 months ,5
 England , BISON , Non Dairy , F , 18 to 24 months ,15
 England , BISON , Non Dairy , F , 24 to 30 months ,1
 England , BISON , Non Dairy , F , 30 to 36 months ,12
 England , BISON , Non Dairy , F , 36 to 42 months ,3
 England , BISON , Non Dairy , F , 42 to 48 Months ,10
 England , BISON , Non Dairy , F , 48 to 54 months ,3
 England , BISON , Non Dairy , F , 54 to 60 months ,5
 England , BISON , Non Dairy , F , 60 to 66 months ,6
 England , BISON , Non Dairy , F , 66 to 72 months ,2
 England , BISON , Non Dairy , F , 72 to 78 months ,3
 England , BISON , Non Dairy , F , 78 to 84 months ,11
 England , BISON , Non Dairy , F , 84 to 90 months ,3
 England , BISON , Non Dairy , F , 90 to 96 months ,6
 England , BISON , Non Dairy , F , 96 to102 months ,10
 England , BISON , Non Dairy , F , 102+months ,68
 England , BISON , Non Dairy , M , 0 to 6 months ,21
 England , BISON , Non Dairy , M , 6 to 12 months ,13
 England , BISON , Non Dairy , M , 12 to 18 months ,6
 England , BISON , Non Dairy , M , 18 to 24 months ,8
 England , BISON , Non Dairy , M , 30 to 36 months ,11
 England , BISON , Non Dairy , M , 36 to 42 months ,2
 England , BISON , Non Dairy , M , 42 to 48 Months ,3
 England , BISON , Non Dairy , M , 48 to 54 months ,3
 England , BISON , Non Dairy , M , 54 to 60 months ,4
 England , BISON , Non Dairy , M , 60 to 66 months ,7
 England , BISON , Non Dairy , M , 66 to 72 months ,2
 England , BISON , Non Dairy , M , 72 to 78 months ,1
 England , BISON , Non Dairy , M , 78 to 84 months ,1
 England , BISON , Non Dairy , M , 84 to 90 months ,5
 England , BISON , Non Dairy , M , 90 to 96 months ,1
 England , BISON , Non Dairy , M , 96 to102 months ,8
 England , BISON , Non Dairy , M , 102+months ,14
 England , BISON , Non Dairy , -   , 0 to 6 months ,2
 England , BISON , Non Dairy , -   , 18 to 24 months ,9
 England , BISON , Non Dairy , -   , -   ,3
 England , BLONDE D'AQU (RED) , Non Dairy , F , 102+months ,5
 England , X , Non Dairy , F , 102+months ,56
 England , X , Non Dairy , M , 102+months ,2
 England , BLONDE D'AQU(BLACK) , Non Dairy , F , 102+months ,1
 England , BLONDE D'AQU(BLACK)X , Non Dairy , F , 102+months ,50
 England , BLONDE D'AQU(BLACK)X , Non Dairy , M , 102+months ,3
 England , BLONDE D'AQU(WHITE)X , Non Dairy , F , 102+months ,15
 England , BLONDE D'AQU(WHITE)X , Non Dairy , M , 102+months ,1
 England , BLONDE D'AQUITAINE , Non Dairy , F , 0 to 6 months ,642
 England , BLONDE D'AQUITAINE , Non Dairy , F , 6 to 12 months ,"1,233"
 England , BLONDE D'AQUITAINE , Non Dairy , F , 12 to 18 months ,577
 England , BLONDE D'AQUITAINE , Non Dairy , F , 18 to 24 months ,"1,166"
 England , BLONDE D'AQUITAINE , Non Dairy , F , 24 to 30 months ,381
 England , BLONDE D'AQUITAINE , Non Dairy , F , 30 to 36 months ,555
 England , BLONDE D'AQUITAINE , Non Dairy , F , 36 to 42 months ,234
 England , BLONDE D'AQUITAINE , Non Dairy , F , 42 to 48 Months ,464
 England , BLONDE D'AQUITAINE , Non Dairy , F , 48 to 54 months ,171
 England , BLONDE D'AQUITAINE , Non Dairy , F , 54 to 60 months ,410
 England , BLONDE D'AQUITAINE , Non Dairy , F , 60 to 66 months ,207
 England , BLONDE D'AQUITAINE , Non Dairy , F , 66 to 72 months ,381
 England , BLONDE D'AQUITAINE , Non Dairy , F , 72 to 78 months ,149
 England , BLONDE D'AQUITAINE , Non Dairy , F , 78 to 84 months ,295
 England , BLONDE D'AQUITAINE , Non Dairy , F , 84 to 90 months ,156
 England , BLONDE D'AQUITAINE , Non Dairy , F , 90 to 96 months ,282
 England , BLONDE D'AQUITAINE , Non Dairy , F , 96 to102 months ,128
 England , BLONDE D'AQUITAINE , Non Dairy , F , 102+months ,"1,800"
 England , BLONDE D'AQUITAINE , Non Dairy , F , -   ,2
 England , BLONDE D'AQUITAINE , Non Dairy , M , 0 to 6 months ,649
 England , BLONDE D'AQUITAINE , Non Dairy , M , 6 to 12 months ,"1,354"
 England , BLONDE D'AQUITAINE , Non Dairy , M , 12 to 18 months ,538
 England , BLONDE D'AQUITAINE , Non Dairy , M , 18 to 24 months ,742
 England , BLONDE D'AQUITAINE , Non Dairy , M , 24 to 30 months ,236
 England , BLONDE D'AQUITAINE , Non Dairy , M , 30 to 36 months ,265
 England , BLONDE D'AQUITAINE , Non Dairy , M , 36 to 42 months ,75
 England , BLONDE D'AQUITAINE , Non Dairy , M , 42 to 48 Months ,149
 England , BLONDE D'AQUITAINE , Non Dairy , M , 48 to 54 months ,75
 England , BLONDE D'AQUITAINE , Non Dairy , M , 54 to 60 months ,131
 England , BLONDE D'AQUITAINE , Non Dairy , M , 60 to 66 months ,65
 England , BLONDE D'AQUITAINE , Non Dairy , M , 66 to 72 months ,116
 England , BLONDE D'AQUITAINE , Non Dairy , M , 72 to 78 months ,42
 England , BLONDE D'AQUITAINE , Non Dairy , M , 78 to 84 months ,90
 England , BLONDE D'AQUITAINE , Non Dairy , M , 84 to 90 months ,47
 England , BLONDE D'AQUITAINE , Non Dairy , M , 90 to 96 months ,66
 England , BLONDE D'AQUITAINE , Non Dairy , M , 96 to102 months ,42
 England , BLONDE D'AQUITAINE , Non Dairy , M , 102+months ,263
 England , BLONDE D'AQUITAINE , Non Dairy , M , -   ,2
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 0 to 6 months ,"4,346"
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 6 to 12 months ,"10,635"
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 12 to 18 months ,"4,268"
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 18 to 24 months ,"9,580"
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 24 to 30 months ,"2,136"
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 30 to 36 months ,"2,232"
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 36 to 42 months ,851
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 42 to 48 Months ,"1,531"
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 48 to 54 months ,662
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 54 to 60 months ,"1,340"
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 60 to 66 months ,749
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 66 to 72 months ,"1,489"
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 72 to 78 months ,662
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 78 to 84 months ,"1,106"
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 84 to 90 months ,619
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 90 to 96 months ,"1,168"
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 96 to102 months ,540
 England , BLONDE D'AQUITAINE X , Non Dairy , F , 102+months ,"7,865"
 England , BLONDE D'AQUITAINE X , Non Dairy , F , -   ,41
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 0 to 6 months ,"4,441"
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 6 to 12 months ,"10,464"
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 12 to 18 months ,"3,841"
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 18 to 24 months ,"7,879"
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 24 to 30 months ,"1,692"
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 30 to 36 months ,654
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 36 to 42 months ,92
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 42 to 48 Months ,94
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 48 to 54 months ,40
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 54 to 60 months ,48
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 60 to 66 months ,34
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 66 to 72 months ,49
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 72 to 78 months ,19
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 78 to 84 months ,45
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 84 to 90 months ,20
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 90 to 96 months ,48
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 96 to102 months ,23
 England , BLONDE D'AQUITAINE X , Non Dairy , M , 102+months ,265
 England , BLONDE D'AQUITAINE X , Non Dairy , M , -   ,27
 England , BLUE ALBION , Dairy , F , 0 to 6 months ,11
 England , BLUE ALBION , Dairy , F , 6 to 12 months ,9
 England , BLUE ALBION , Dairy , F , 12 to 18 months ,9
 England , BLUE ALBION , Dairy , F , 18 to 24 months ,18
 England , BLUE ALBION , Dairy , F , 24 to 30 months ,7
 England , BLUE ALBION , Dairy , F , 30 to 36 months ,16
 England , BLUE ALBION , Dairy , F , 36 to 42 months ,3
 England , BLUE ALBION , Dairy , F , 42 to 48 Months ,11
 England , BLUE ALBION , Dairy , F , 48 to 54 months ,6
 England , BLUE ALBION , Dairy , F , 54 to 60 months ,10
 England , BLUE ALBION , Dairy , F , 60 to 66 months ,1
 England , BLUE ALBION , Dairy , F , 66 to 72 months ,14
 England , BLUE ALBION , Dairy , F , 72 to 78 months ,4
 England , BLUE ALBION , Dairy , F , 78 to 84 months ,8
 England , BLUE ALBION , Dairy , F , 84 to 90 months ,5
 England , BLUE ALBION , Dairy , F , 90 to 96 months ,15
 England , BLUE ALBION , Dairy , F , 96 to102 months ,4
 England , BLUE ALBION , Dairy , F , 102+months ,47
 England , BLUE ALBION , Dairy , M , 0 to 6 months ,1
 England , BLUE ALBION , Dairy , M , 6 to 12 months ,15
 England , BLUE ALBION , Dairy , M , 12 to 18 months ,3
 England , BLUE ALBION , Dairy , M , 18 to 24 months ,14
 England , BLUE ALBION , Dairy , M , 24 to 30 months ,4
 England , BLUE ALBION , Dairy , M , 30 to 36 months ,4
 England , BLUE ALBION , Dairy , M , 42 to 48 Months ,4
 England , BLUE ALBION , Dairy , M , 66 to 72 months ,1
 England , BLUE ALBION , Dairy , M , 102+months ,5
 England , BLUE ALBION X , Dairy , F , 0 to 6 months ,16
 England , BLUE ALBION X , Dairy , F , 6 to 12 months ,17
 England , BLUE ALBION X , Dairy , F , 12 to 18 months ,19
 England , BLUE ALBION X , Dairy , F , 18 to 24 months ,40
 England , BLUE ALBION X , Dairy , F , 24 to 30 months ,5
 England , BLUE ALBION X , Dairy , F , 30 to 36 months ,1
 England , BLUE ALBION X , Dairy , F , 36 to 42 months ,11
 England , BLUE ALBION X , Dairy , F , 42 to 48 Months ,1
 England , BLUE ALBION X , Dairy , F , 48 to 54 months ,18
 England , BLUE ALBION X , Dairy , F , 54 to 60 months ,7
